Location Category,Demographic Identity,Phrase,Score,P-Value,Prompt Response
art leisure,female,feels thrill,0.0036237592563415,2.0633727688730024e-05,NO
art leisure,female,altruistic,0.0036237592563415,6.97650942888022e-05,NO
art leisure,female,values shared experiences,0.0034662045060658,0.0032374182518595,NO
art leisure,female,experiences emotional intensity,0.0033086497557901,0.0026144203987252,NO
art leisure,female,spontaneous,0.0031510950055144,0.0010314595610039,NO
art leisure,female,holds ticket tightly,0.0031510950055144,0.0129865575757438,NO
art leisure,female,nostalgic,0.0028359855049629,0.0447071343894603,NO
art leisure,female,manages fear,0.0028359855049629,0.0004873907632196,NO
art leisure,female,values connection,0.0026784307546872,0.0064412148706799,NO
art leisure,female,open to new connections,0.0026784307546872,0.0050380495556554,NO
art leisure,female,waits for the right moment,0.0026784307546872,0.0080278279834987,NO
art leisure,female,connects past and present,0.0026784307546872,0.0027967209010174,NO
art leisure,female,enters concert hall,0.0026784307546872,0.0004534234187887,NO
art leisure,female,adjusts her hair,0.0026784307546872,0.0002284618878992,NO
art leisure,female,seeks connection,0.0025208760044115,0.0167694925305097,NO
art leisure,female,culturally interested,0.0025208760044115,0.0075962720691368,NO
art leisure,female,joyful,0.0023633212541358,0.0006553959321882,NO
art leisure,female,connects through silence,0.0023633212541358,0.0203660445982345,NO
art leisure,female,reflects on life,0.0023633212541358,0.0067367281410534,NO
art leisure,female,open emotionally,0.00220576650386,0.0053626767000426,NO
art leisure,female,stands at the edge of a gallery,0.00220576650386,0.0011106397744053,NO
art leisure,female,feels seen,0.0020482117535843,0.0018828494036184,NO
art leisure,female,explores historical artifacts,0.0020482117535843,0.0354270544308422,NO
art leisure,female,clutches ticket,0.0018906570033086,0.0014555892500429,NO
art leisure,female,stands at the staircase edge,0.0018906570033086,0.0031933461365273,NO
art leisure,female,experiences quiet tension,0.0017331022530329,0.0149333268637985,NO
art leisure,female,curious about history,0.0017331022530329,0.0443784273454869,NO
art leisure,female,stands at the edge of a venue,0.0017331022530329,0.0054184526191732,NO
art leisure,female,undergoes emotional growth,0.0015755475027572,0.0239744959346588,NO
art leisure,female,waits patiently at the dance studio,0.0015755475027572,0.0332277674984432,NO
art leisure,female,laughter-filled,0.0014179927524814,0.026092346382606,NO
art leisure,female,sensitive,0.0014179927524814,0.0075472408634677,NO
art leisure,female,open to mystery,0.0014179927524814,0.0382583069156778,NO
art leisure,female,stands in dim light,0.0014179927524814,0.0075472408634677,NO
art leisure,female,moves on from the past,0.0014179927524814,0.0382583069156778,NO
art leisure,female,appreciates the scent of old paper and ink,0.0012604380022057,0.01317480318294,NO
art leisure,female,values exploration,0.0012604380022057,0.01317480318294,NO
art leisure,female,embraces spontaneity,0.00110288325193,0.0450957134116639,NO
art leisure,female,resilient,0.0009453285016543,0.0409735267755649,NO
art leisure,female,experiences disbelief in success,0.0009453285016543,0.0409735267755649,NO
art leisure,female,forms friendship with Henry,0.0009453285016543,0.0409735267755649,NO
art leisure,female,traces the railing,0.0009453285016543,0.0409735267755649,NO
art leisure,female,values family legacy,0.0009453285016543,0.0409735267755649,NO
art leisure,female,researches cultural center's founding,0.0009453285016543,0.0409735267755649,NO
art leisure,female,feels a deep connection to the past,0.0009453285016543,0.0409735267755649,NO
art leisure,female,heart races upon seeing the other person,0.0009453285016543,0.0409735267755649,NO
art leisure,female,first-time singer,0.0009453285016543,0.0409735267755649,NO
technology,male,skeptical,0.0242281303602058,1.7447884921567086e-25,NO
technology,male,supportive,0.0132933104631217,4.649905816578791e-12,NO
technology,male,attentive,0.0081475128644939,0.0124308364521225,NO
technology,male,nervous,0.0060034305317324,0.0183419961049396,NO
technology,male,concerned,0.0055746140651801,8.033630395497946e-06,NO
technology,male,calm,0.0055746140651801,1.465852659211482e-05,NO
technology,male,longtime friend,0.0038593481989708,0.0032091940083569,NO
technology,male,supports a friend’s journey,0.00278730703259,0.0018518767927227,NO
technology,male,seeks reassurance,0.0025728987993138,0.0091223878638629,NO
technology,male,works on prototypes,0.0021440823327615,0.0237385152500545,NO
technology,male,brings coffee to others,0.0019296740994854,0.0074908108300273,NO
technology,male,lead programmer,0.0019296740994854,0.0155023632437942,NO
technology,male,composed,0.0017152658662092,0.026381832522812,NO
technology,male,smirks during confrontation,0.0017152658662092,0.0130983421877358,NO
technology,male,smiles,0.0017152658662092,0.0425248904028684,NO
technology,male,follows guidance,0.0017152658662092,0.026381832522812,NO
technology,male,pragmatic,0.0017152658662092,0.0130983421877358,NO
technology,male,robotics engineer,0.0017152658662092,0.0130983421877358,NO
technology,male,shows curiosity,0.0015008576329331,0.044893726908212,NO
technology,male,arms crossed,0.0015008576329331,0.0230404080315789,NO
technology,male,turns to Grace,0.0015008576329331,0.0230404080315789,NO
technology,male,follows colleague,0.0015008576329331,0.0230404080315789,NO
technology,male,practical,0.0012864493996569,0.0408470132779697,NO
technology,male,initially dismissive,0.0012864493996569,0.0408470132779697,NO
technology,male,captures moments with camera,0.0012864493996569,0.0408470132779697,NO
technology,female,problem-focused,0.0117597648047039,1.787986297711918e-05,NO
technology,female,decisive,0.0102897942041159,6.270928877899736e-08,NO
technology,female,analytical,0.0086098278034439,3.3158881967002e-05,NO
technology,female,calm under pressure,0.0083998320033599,0.0034639192514324,NO
technology,female,tech-savvy,0.0073498530029399,0.0019337765536672,NO
technology,female,focused,0.0071398572028559,0.0021916662711395,NO
technology,female,determined,0.0062998740025199,0.0032729403786699,NO
technology,female,innovative,0.0060898782024359,4.850965875936086e-05,NO
technology,female,empathetic,0.0058798824023519,2.421738350095793e-05,NO
technology,female,open to new ideas,0.0058798824023519,0.0002398372494606,NO
technology,female,adventurous,0.0058798824023519,1.4253375914517968e-06,NO
technology,female,curious,0.0056698866022679,0.0069778987045694,NO
technology,female,composed under pressure,0.0052498950020999,0.0182079940381876,NO
technology,female,reflective,0.0050398992020159,0.0002305526207958,NO
technology,female,competitive,0.0050398992020159,0.0009506537297032,NO
technology,female,takes initiative,0.0048299034019319,0.0005000889422557,NO
technology,female,works with AI,0.0046199076018479,0.0092539199459236,NO
technology,female,works well under pressure,0.0039899202015959,0.0027534377086935,NO
technology,female,heart racing,0.0037799244015119,5.585534525349927e-05,NO
technology,female,experiences fear,0.0035699286014279,0.0027138083343373,NO
technology,female,enters the lab,0.0035699286014279,0.0037086568246836,NO
technology,female,adjusts headset,0.0035699286014279,0.0002219360960098,NO
technology,female,responsible,0.0033599328013439,0.0093154554416798,NO
technology,female,proactive,0.0033599328013439,0.0189995302034317,NO
technology,female,hands trembling,0.0027299454010919,0.0198518206279024,NO
technology,female,data-driven,0.0027299454010919,0.0034333608473608,NO
technology,female,enters virtual reality,0.0027299454010919,0.0347883845414694,NO
technology,female,quick-thinking,0.0025199496010079,0.0296284736751044,NO
technology,female,types final command,0.0023099538009239,0.0024819642846209,NO
technology,female,requires trust to act,0.0023099538009239,0.0094817455078196,NO
technology,female,visionary,0.0023099538009239,0.035702929379275,NO
technology,female,adjusts glasses,0.0023099538009239,0.0053554561828122,NO
technology,female,feels relief,0.0020999580008399,0.009110644467361,NO
technology,female,finds peace in quiet moments,0.0018899622007559,0.0258891875055918,NO
technology,female,relies on technology,0.0018899622007559,0.0155023632437942,NO
technology,female,enters data center,0.0016799664006719,0.0425248904028684,NO
technology,female,imaginative,0.0016799664006719,0.026381832522812,NO
technology,female,seeks connection,0.0014699706005879,0.044893726908212,NO
technology,female,observes sunrise,0.0014699706005879,0.0230404080315789,NO
technology,female,anticipatory,0.0014699706005879,0.0230404080315789,NO
technology,female,daring,0.0014699706005879,0.0230404080315789,NO
technology,female,urgent,0.0012599748005039,0.0408470132779697,NO
technology,female,grateful,0.0012599748005039,0.0408470132779697,NO
technology,female,deadline-oriented,0.0012599748005039,0.0408470132779697,NO
media,male,skeptical,0.0251519597568643,1.3046888648121626e-27,NO
media,male,supportive,0.017606371829805,3.0862646123451674e-14,NO
media,male,creative director,0.009012785579543,8.426619977422087e-11,NO
media,male,emotionally observant,0.009012785579543,0.0035478654426019,NO
media,male,childhood friend,0.0088031859149025,1.870670886978569e-09,NO
media,male,cautious in dangerous situations,0.0071263885977782,2.467014335383773e-07,NO
media,male,film production professional,0.006287989939216,0.0001049559874507,NO
media,male,collaborator,0.005868790609935,0.0011295964112126,NO
media,male,animator,0.0056591909452944,4.5006393275164244e-07,NO
media,male,anxious,0.0044015929574512,0.0004347767433508,NO
media,male,shows quiet frustration,0.0039823936281701,0.0044015302569624,NO
media,male,reserved,0.0039823936281701,7.686969221040583e-05,NO
media,male,open to new ideas,0.0035631942988891,0.0062462128413124,NO
media,male,holds script,0.0035631942988891,9.565722327683564e-05,NO
media,male,quiet,0.003143994969608,0.0111108518256038,NO
media,male,detail-oriented,0.003143994969608,0.0463268367846032,NO
media,male,responds to encouragement,0.003143994969608,0.0111108518256038,NO
media,male,seasoned producer,0.003143994969608,0.0006409124878242,NO
media,male,observes and reflects,0.0029343953049675,0.0165735744248652,NO
media,male,optimistic,0.0027247956403269,0.0034333608473608,NO
media,male,adjusts lighting for final scene,0.0027247956403269,0.0008323552897645,NO
media,male,documents events,0.0027247956403269,0.0083897055902125,NO
media,male,listens attentively,0.0025151959756864,0.0182012021540072,NO
media,male,initially dismissive,0.0020959966464053,0.0043038765583129,NO
media,male,reflects on past,0.0020959966464053,0.0237385152500545,NO
media,male,quietly admiring,0.0020959966464053,0.009110644467361,NO
media,male,admires from afar,0.0018863969817648,0.0155023632437942,NO
media,male,follows Grace,0.0018863969817648,0.0074908108300273,NO
media,male,smiles and steps closer,0.0018863969817648,0.0258891875055918,NO
media,male,supports Aisha,0.0018863969817648,0.0074908108300273,NO
media,male,speaks softly,0.0018863969817648,0.0074908108300273,NO
media,male,uses tablet to sketch,0.0016767973171242,0.0425248904028684,NO
media,male,fidgets,0.0016767973171242,0.0130983421877358,NO
media,male,pragmatic,0.0014671976524837,0.0230404080315789,NO
media,male,follows despite doubts,0.0014671976524837,0.0230404080315789,NO
media,male,behind-the-scenes operator,0.0014671976524837,0.0230404080315789,NO
media,male,friend,0.0012575979878432,0.0408470132779697,NO
media,male,watches from a distance,0.0012575979878432,0.0408470132779697,NO
media,male,nods in understanding,0.0012575979878432,0.0408470132779697,NO
media,male,operates backup generator,0.0012575979878432,0.0408470132779697,NO
media,male,seated beside a colleague,0.0012575979878432,0.0408470132779697,NO
media,female,determined,0.0278637770897832,7.091778127532667e-27,NO
media,female,resilient under pressure,0.0185758513931888,5.185857714393771e-13,NO
media,female,speaks with steady voice,0.0158926728586171,2.8288279617212083e-14,NO
media,female,confident,0.0119711042311661,2.225238547304458e-07,NO
media,female,innovative,0.0107327141382868,2.955301920578718e-07,NO
media,female,handles a microphone,0.0097007223942208,5.491772894902298e-10,NO
media,female,bold,0.0082559339525283,1.0713237748980011e-09,NO
media,female,brings portfolio,0.0068111455108359,1.8143107729949525e-08,NO
media,female,pursues breaking news,0.0068111455108359,4.130367689822527e-07,NO
media,female,proactive,0.0066047471620227,1.734118833843625e-07,NO
media,female,photographer,0.0066047471620227,0.0054533887648772,NO
media,female,arrives prepared,0.0063983488132094,3.845501254813473e-05,NO
media,female,driven by purpose,0.0055727554179566,4.798080092398533e-06,NO
media,female,takes initiative,0.0053663570691434,0.0006718656696632,NO
media,female,experiences tension,0.0047471620227038,0.0006714462458373,NO
media,female,values innovation,0.0045407636738906,0.0042809692466839,NO
media,female,committed to truth,0.0045407636738906,0.0001768345704016,NO
media,female,operates old printing press with steady hands,0.0045407636738906,1.566505562860643e-05,NO
media,female,professional,0.0041279669762641,0.000172061405621,NO
media,female,steady-handed,0.0041279669762641,9.31488992234196e-05,NO
media,female,news anchor,0.0037151702786377,5.585534525349927e-05,NO
media,female,passionate,0.0033023735810113,0.0311412105957966,NO
media,female,hosts podcast,0.0033023735810113,0.0311412105957966,NO
media,female,restores old printing press,0.0033023735810113,0.0003771308494208,NO
media,female,presenter,0.0030959752321981,0.0047705130900895,NO
media,female,prioritizes truth,0.0030959752321981,0.0012333118488054,NO
media,female,presents bold vision,0.0028895768833849,0.0101557557889831,NO
media,female,voice trembles under pressure,0.0028895768833849,0.0052567732339527,NO
media,female,visionary,0.0024767801857585,0.0296284736751044,NO
media,female,persuasive,0.0024767801857585,0.0091223878638629,NO
media,female,persistent,0.0024767801857585,0.0057123093693825,NO
media,female,imaginative,0.0024767801857585,0.0031488486709826,NO
media,female,connects past and present,0.0024767801857585,0.0031488486709826,NO
media,female,adjusts printing press,0.0024767801857585,0.0014355722949297,NO
media,female,endures chaotic environment,0.0022703818369453,0.0438197928026748,NO
media,female,addresses audience,0.0022703818369453,0.0024819642846209,NO
media,female,resolute,0.002063983488132,0.009110644467361,NO
media,female,trembling fingers,0.002063983488132,0.0428511200765423,NO
media,female,story-focused,0.0018575851393188,0.0379548316773995,NO
media,female,courageous,0.0016511867905056,0.026381832522812,NO
media,female,central to news team,0.0016511867905056,0.026381832522812,NO
media,female,values historical legacy,0.0016511867905056,0.0130983421877358,NO
media,female,experienced in social media,0.0016511867905056,0.026381832522812,NO
media,female,blends whimsy with substance,0.0014447884416924,0.0230404080315789,NO
media,female,unsure of instincts,0.0014447884416924,0.044893726908212,NO
media,female,feels anticipation,0.0014447884416924,0.0230404080315789,NO
media,female,works in workshop,0.0014447884416924,0.044893726908212,NO
media,female,heart races during confrontation,0.0012383900928792,0.0408470132779697,NO
media,female,instinct-driven,0.0012383900928792,0.0408470132779697,NO
media,female,revives forgotten objects,0.0012383900928792,0.0408470132779697,NO
media,female,has large following,0.0012383900928792,0.0408470132779697,NO
economics,male,supportive,0.0176005747126436,2.7757305804833722e-11,NO
economics,male,calm,0.0147270114942528,1.6414699423858733e-08,NO
economics,male,composed in crisis,0.0104166666666666,0.0011731796836917,NO
economics,male,initially skeptical,0.0082614942528735,3.467286939869598e-06,NO
economics,male,cautious,0.0068247126436781,0.0390902635919929,NO
economics,male,longtime friend,0.0053879310344827,0.0002703135082142,NO
economics,male,reserved,0.004669540229885,0.0008079763904613,NO
economics,male,follows others,0.0043103448275862,0.0177189818711967,NO
economics,male,discreet,0.0039511494252873,0.0092796926476045,NO
economics,male,provides support,0.0039511494252873,0.0052430900960781,NO
economics,male,pragmatic,0.0035919540229885,0.0042312328997581,NO
economics,male,rival,0.0032327586206896,0.0152886754287022,NO
economics,male,approaches with a determined look,0.0032327586206896,0.0073897924326371,NO
economics,male,encouraging,0.0028735632183908,0.0420565118554421,NO
economics,male,challenges Grace,0.0028735632183908,0.0129612212998465,NO
economics,male,unreliable,0.0025143678160919,0.0228600182994277,NO
economics,female,determined,0.0162947219270279,3.8620862153269234e-07,NO
economics,female,decisive,0.0155862557562876,7.024800669824083e-06,NO
economics,female,decisive under pressure,0.0138150903294367,2.4412385515782583e-05,NO
economics,female,anxious,0.0109812256464753,5.667410515213236e-05,NO
economics,female,strategic,0.010272759475735,0.0044940313474285,NO
economics,female,confident,0.0099185263903648,0.0034363793211218,NO
economics,female,emotionally reactive,0.0095642933049946,0.000242595700647,NO
economics,female,confrontational,0.0067304286220332,0.0006936852495318,NO
economics,female,trembling hands,0.0056677293659227,0.0001565986963392,NO
economics,female,resourceful,0.0056677293659227,0.0003600050828143,NO
economics,female,proactive,0.0053134962805526,0.0031433205454126,NO
economics,female,ambitious,0.0053134962805526,0.000615402152122,NO
economics,female,feels emotional about selling home,0.004250797024442,0.0013999942201264,NO
economics,female,heart pounding,0.0038965639390719,0.0052430900960781,NO
economics,female,stands at the edge of the trading floor,0.0038965639390719,0.0024307231729222,NO
economics,female,present at Trade Center site,0.0038965639390719,0.0092796926476045,NO
economics,female,seeks rare items,0.0038965639390719,0.0024307231729222,NO
economics,female,quick-thinking,0.0035423308537017,0.0089539762236091,NO
economics,female,values family,0.0035423308537017,0.0233158667849012,NO
economics,female,navigates a marketplace,0.0035423308537017,0.0042312328997581,NO
economics,female,makes major financial decision,0.0031880977683315,0.0374101560922999,NO
economics,female,scans screens,0.0031880977683315,0.0152886754287022,NO
economics,female,seeking a fresh start,0.0028338646829613,0.0129612212998465,NO
economics,female,imaginative,0.0028338646829613,0.0420565118554421,NO
economics,female,suspicious,0.0024796315975912,0.0445306428118046,NO
economics,female,visionary,0.0024796315975912,0.0228600182994277,NO
economics,female,holds onto life savings,0.002125398512221,0.0406195256880185,NO
economics,female,heart pounds under pressure,0.002125398512221,0.0406195256880185,NO
economics,female,holds a photograph,0.002125398512221,0.0406195256880185,NO
law policy,male,observant,0.0290950311732476,1.2032408702832207e-26,NO
law policy,male,supportive,0.0260721707916115,4.578400810071258e-33,NO
law policy,male,calm,0.0136028717173625,2.0482707365019083e-16,NO
law policy,male,imprisoned,0.0109578688834309,3.671874225760891e-12,NO
law policy,male,provides calm support,0.0077460797279425,6.652659541614715e-10,NO
law policy,male,silently observes,0.0071792934063857,7.6035100714737e-09,NO
law policy,male,legal professional,0.0071792934063857,6.454459717894981e-06,NO
law policy,male,composed,0.006612507084829,8.451791830313015e-07,NO
law policy,male,attentive to surroundings,0.0062346495371245,3.57022580826031e-06,NO
law policy,male,missing,0.0054789344417154,1.5895986388657077e-07,NO
law policy,male,seeks reassurance,0.0051010768940109,0.0001215424101634,NO
law policy,male,takes detailed notes,0.0047232193463064,1.340288610409618e-06,NO
law policy,male,remains silent,0.0047232193463064,2.4790827125038777e-05,NO
law policy,male,falsely accused,0.0047232193463064,2.4790827125038777e-05,NO
law policy,male,listener,0.0041564330247496,1.5926121757399417e-05,NO
law policy,male,volunteer,0.0041564330247496,3.346472891242745e-05,NO
law policy,male,patient,0.0039675042508974,5.623647728066641e-05,NO
law policy,male,journalist,0.0037785754770451,0.0013799302319403,NO
law policy,male,former soldier,0.0037785754770451,1.934404730683105e-05,NO
law policy,male,analytical,0.0035896467031928,0.000482337128418,NO
law policy,male,documents events,0.0035896467031928,7.781317501608987e-05,NO
law policy,male,quiet,0.0034007179293406,0.0007841861658286,NO
law policy,male,longtime friend,0.0034007179293406,0.0002655610499039,NO
law policy,male,shows surprise,0.0032117891554883,0.0012709650021214,NO
law policy,male,former advisor,0.0032117891554883,0.006310855395195,NO
law policy,male,asks for help,0.0032117891554883,0.0007857910889057,NO
law policy,male,security expert,0.0032117891554883,0.0004446924290307,NO
law policy,male,commands attention,0.0030228603816361,0.001292070720747,NO
law policy,male,skilled investigator,0.0028339316077838,0.0021189785356918,NO
law policy,male,collaborator,0.0024560740600793,0.0156557977805459,NO
law policy,male,admires and worries about Aisha,0.0024560740600793,0.0008369240172985,NO
law policy,male,scans surroundings,0.002267145286227,0.0182910780588999,NO
law policy,male,has an unreadable expression,0.002267145286227,0.001442224622686,NO
law policy,male,supports Jessica,0.0018892877385225,0.0043174069428579,NO
law policy,male,late but reliable,0.0018892877385225,0.0043174069428579,NO
law policy,male,observes from a distance,0.0018892877385225,0.0043174069428579,NO
law policy,male,conveys steady presence,0.0018892877385225,0.0157455703210225,NO
law policy,male,appears pale,0.0018892877385225,0.0043174069428579,NO
law policy,male,alert,0.0018892877385225,0.0091398060566108,NO
law policy,male,engaged in politics,0.0017003589646703,0.0380559209998678,NO
law policy,male,uses technology,0.0017003589646703,0.0155420749398297,NO
law policy,male,ally,0.001511430190818,0.0131238067843707,NO
law policy,male,values friendship,0.001511430190818,0.0264344539768866,NO
law policy,male,collaborates in legal advocacy,0.001511430190818,0.0264344539768866,NO
law policy,male,volunteer attorney,0.001511430190818,0.0131238067843707,NO
law policy,male,initially skeptical,0.0013225014169658,0.0230738702220733,NO
law policy,male,operates behind the scenes,0.0013225014169658,0.0230738702220733,NO
law policy,male,unnoticed,0.0013225014169658,0.0230738702220733,NO
law policy,male,reserved,0.0013225014169658,0.0230738702220733,NO
law policy,male,captures pivotal moments,0.0013225014169658,0.0449610341950922,NO
law policy,male,monitors for threats,0.0013225014169658,0.0230738702220733,NO
law policy,male,expresses regret,0.0013225014169658,0.0230738702220733,NO
law policy,male,seated in front row,0.0013225014169658,0.0230738702220733,NO
law policy,male,instinct-driven,0.0013225014169658,0.0230738702220733,NO
law policy,male,disheveled,0.0013225014169658,0.0230738702220733,NO
law policy,male,observes proceedings,0.0011335726431135,0.0408891740437842,NO
law policy,male,breathless,0.0011335726431135,0.0408891740437842,NO
law policy,male,whistleblower,0.0011335726431135,0.0408891740437842,NO
law policy,male,passive,0.0011335726431135,0.0408891740437842,NO
law policy,male,follows closely,0.0011335726431135,0.0408891740437842,NO
law policy,male,last seen near embassy compound,0.0011335726431135,0.0408891740437842,NO
law policy,female,determined,0.0469440353460972,3.6906160743601615e-53,NO
law policy,female,advocate for justice,0.018961708394698,1.163688743442915e-16,NO
law policy,female,emotionally expressive,0.018041237113402,2.748286802018194e-15,NO
law policy,female,anxious,0.01620029455081,8.179618113006687e-12,NO
law policy,female,hands trembling,0.0149116347569955,3.3578993073719016e-17,NO
law policy,female,composed under pressure,0.0127025036818851,5.607345334317221e-11,NO
law policy,female,persistent,0.0125184094256259,7.701710261451911e-16,NO
law policy,female,influential speaker,0.0086524300441826,2.983575007440742e-10,NO
law policy,female,carries a faded photo of her mother,0.0073637702503681,4.4855433048944414e-10,NO
law policy,female,emotionally invested,0.0071796759941089,3.139741949104952e-07,NO
law policy,female,resourceful,0.0071796759941089,1.9465736215584836e-08,NO
law policy,female,facing eviction,0.0071796759941089,4.896960812592108e-07,NO
law policy,female,holds a faded photo,0.0064432989690721,6.484744866136541e-09,NO
law policy,female,feels physical tension,0.0060751104565537,4.059231887993547e-05,NO
law policy,female,resilient under challenge,0.0055228276877761,0.0001781648125747,NO
law policy,female,resolute,0.0055228276877761,1.48082043730939e-05,NO
law policy,female,works on climate policy,0.0049705449189985,3.998472318767822e-05,NO
law policy,female,clutches divorce papers,0.0046023564064801,1.340288610409618e-06,NO
law policy,female,remains calm under pressure,0.0038659793814432,0.0481062211721987,NO
law policy,female,truth-focused,0.003681885125184,0.000701436883391,NO
law policy,female,professional,0.0034977908689248,0.0015640908272764,NO
law policy,female,faces challenges,0.0034977908689248,0.0027891110843918,NO
law policy,female,experiences fear,0.0034977908689248,0.0209687753249012,NO
law policy,female,clutches an envelope,0.0034977908689248,3.303728833568667e-05,NO
law policy,female,knows deeper truth,0.0034977908689248,0.0011098125222863,NO
law policy,female,advocates for renewable energy,0.0033136966126656,0.0004767714087626,NO
law policy,female,clutches important documents,0.0033136966126656,0.0001320456763959,NO
law policy,female,focused,0.0029455081001472,0.0164620142375873,NO
law policy,female,confrontational,0.002761413843888,0.0168584706705929,NO
law policy,female,stealthy,0.002761413843888,0.0345508309509491,NO
law policy,female,advocate for environmental causes,0.0023932253313696,0.0056464738018666,NO
law policy,female,heart pounds,0.0023932253313696,0.0018621648235096,NO
law policy,female,possesses critical evidence,0.0023932253313696,0.0056464738018666,NO
law policy,female,committed to exposing the truth,0.0023932253313696,0.0018621648235096,NO
law policy,female,vulnerable,0.0023932253313696,0.0008369240172985,NO
law policy,female,concerned about refugee rights,0.0023932253313696,0.0008369240172985,NO
law policy,female,faces uncertain future with resolve,0.0022091310751104,0.0091663569113999,NO
law policy,female,emotionally resilient,0.0022091310751104,0.0031636397154858,NO
law policy,female,leader,0.0020250368188512,0.0281621089281139,NO
law policy,female,under stress,0.0020250368188512,0.0053764097128967,NO
law policy,female,reveals truth about a missing person,0.0020250368188512,0.0148141403363512,NO
law policy,female,confident speaker,0.001840942562592,0.0043174069428579,NO
law policy,female,addresses crowd with steady voice,0.001840942562592,0.0043174069428579,NO
law policy,female,shows unshaken resolve,0.001840942562592,0.0330062576612325,NO
law policy,female,clutches a meaningful object,0.001840942562592,0.0091398060566108,NO
law policy,female,seeks to challenge authority,0.001840942562592,0.0091398060566108,NO
law policy,female,speaks with cracked voice,0.001840942562592,0.0238170826733646,NO
law policy,female,speaks publicly,0.0016568483063328,0.0155420749398297,NO
law policy,female,gives testimony,0.0016568483063328,0.0380559209998678,NO
law policy,female,seeks closure,0.0016568483063328,0.0075095963622709,NO
law policy,female,emotionally affected by memories,0.0016568483063328,0.0155420749398297,NO
law policy,female,possesses evidence of a parent's innocence,0.0016568483063328,0.0075095963622709,NO
law policy,female,concerned sibling,0.0016568483063328,0.0075095963622709,NO
law policy,female,waits at the prison gates,0.0016568483063328,0.0155420749398297,NO
law policy,female,uses data and personal stories,0.0014727540500736,0.0131238067843707,NO
law policy,female,presents a policy proposal,0.0014727540500736,0.0264344539768866,NO
law policy,female,consistent speaker,0.0014727540500736,0.0131238067843707,NO
law policy,female,driven,0.0014727540500736,0.0131238067843707,NO
law policy,female,reclaiming her life,0.0014727540500736,0.0131238067843707,NO
law policy,female,overwhelmed,0.0014727540500736,0.0264344539768866,NO
law policy,female,skilled,0.0014727540500736,0.0131238067843707,NO
law policy,female,fights for housing stability,0.0014727540500736,0.0426117578285441,NO
law policy,female,ready to face consequences,0.0012886597938144,0.0449610341950922,NO
law policy,female,clutches a letter from a family member,0.0012886597938144,0.0230738702220733,NO
law policy,female,sparks public discourse,0.0011045655375552,0.0408891740437842,NO
law policy,female,family-oriented,0.0011045655375552,0.0408891740437842,NO
law policy,female,recounts atrocities,0.0011045655375552,0.0408891740437842,NO
law policy,female,fears losing everything,0.0011045655375552,0.0408891740437842,NO
environment,male,skeptical,0.0130633572828216,5.1888434073896663e-14,NO
environment,male,experienced with irrigation systems,0.0097975179621162,7.295461253785808e-11,NO
environment,male,adventurous,0.0076202917483126,2.2000072455061027e-05,NO
environment,male,supports others,0.0067494012627912,0.0001452755334037,NO
environment,male,photographer,0.0058785107772697,2.497566500873577e-05,NO
environment,male,attentive to detail,0.005443065534509,0.0040358351100308,NO
environment,male,hesitant,0.0045721750489875,0.0044231853530781,NO
environment,male,collaborator,0.0037012845634661,0.0227843012878807,NO
environment,male,park ranger,0.0037012845634661,9.565722327683564e-05,NO
environment,male,carries notebook,0.0034835619420857,0.002034920984327,NO
environment,male,uses photography to document nature,0.0034835619420857,0.0056983190963132,NO
environment,male,documents biodiversity,0.0034835619420857,0.0012808938015269,NO
environment,male,artistic,0.0032658393207054,0.0422198205007602,NO
environment,male,tracks animals,0.0032658393207054,0.0065811700471399,NO
environment,male,captures beauty,0.003048116699325,0.0020595223297138,NO
environment,male,sketches,0.0028303940779446,0.0402741291109874,NO
environment,male,reserved,0.0028303940779446,0.0034333608473608,NO
environment,male,methodical,0.0028303940779446,0.0083897055902125,NO
environment,male,longtime colleague,0.0028303940779446,0.0008323552897645,NO
environment,male,shows physical tension,0.0026126714565643,0.0182012021540072,NO
environment,male,analytical,0.0023949488351839,0.0438197928026748,NO
environment,male,optimistic,0.0021772262138036,0.0328956644591245,NO
environment,male,works in renewable energy,0.0021772262138036,0.0043038765583129,NO
environment,male,communicator,0.0019595035924232,0.0258891875055918,NO
environment,male,composts,0.0015240583496625,0.044893726908212,NO
environment,male,sketches plants with care,0.0013063357282821,0.0408470132779697,NO
environment,male,carries sketching tools,0.0013063357282821,0.0408470132779697,NO
environment,male,serves as a guide,0.0013063357282821,0.0408470132779697,NO
environment,male,manager,0.0013063357282821,0.0408470132779697,NO
environment,female,connects with nature,0.0276688453159041,4.974930709299053e-20,NO
environment,female,observant,0.022875816993464,2.9904345818470283e-09,NO
environment,female,compassionate,0.0139433551198257,9.156650573702978e-13,NO
environment,female,emotionally reflective,0.0128540305010893,4.396337323107001e-07,NO
environment,female,hikes,0.0100217864923747,1.6691962296619637e-11,NO
environment,female,appreciates quiet beauty,0.0093681917211328,2.195565407161719e-06,NO
environment,female,curious,0.0093681917211328,0.0001283088550143,NO
environment,female,observes plants,0.0091503267973856,2.722223588301124e-05,NO
environment,female,determined,0.0082788671023965,1.0616722946713388e-05,NO
environment,female,climate change researcher,0.0078431372549019,0.0022319354752118,NO
environment,female,nature lover,0.0074074074074074,0.0046493170745801,NO
environment,female,wanderer,0.0065359477124183,1.0153319257615334e-06,NO
